,word_upper,word_lower,syntactic_category,semantic_category,acc,hits,misses,correct.rejections,false.alarms,# meanings (human),# synonyms (human),Google n-gram frequency,Google n-gram frequency no article,Arousal,Concreteness,Familiarity,Imageability,Valence,# subjects (human) meanings,1/# meanings (human),# subjects (human) synonyms,# synonyms (human) + 1,1/# synonyms (human),experiment_date,input_trial,article,word_no_article_upper,word_no_article_lower,multi_word,false.alarm.rate,hit.rate
891,FOG,fog,NOUN,weather,0.7900552486187845,64,22,79,16,1.69230769230769,1.75,-11.729777918880995,-11.729777918880995,2.17391304347826,4.33333333333333,4.90909090909091,4.8,2.68965517241379,26,0.5909090909090917,24,2.75,0.3636363636363637,mm_mar_2013,FOG,,FOG,fog,0.0,0.16842105263157894,0.7441860465116279
892,FRANCE,france,NOUN,geography,0.7908496732026143,54,19,67,13,1.03703703703704,0.21739130434782603,-9.557738676478474,-9.557738676478474,3.32,4.72,4.769230769230769,4.11111111111111,3.7,27,0.9642857142857114,23,1.217391304347826,0.8214285714285715,mm_mar_2013,FRANCE,,FRANCE,france,0.0,0.1625,0.7397260273972602
893,FRANCESCA,francesca,NOUN,common names,0.8,57,26,79,8,1.08,0.0,-13.028100248674633,-13.028100248674633,2.80952380952381,3.4615384615384603,3.25,2.1379310344827602,3.42307692307692,25,0.9259259259259258,18,1.0,1.0,mm_mar_2013,FRANCESCA,,FRANCESCA,francesca,0.0,0.09195402298850576,0.6867469879518072
894,FRANCISCO,francisco,NOUN,common names,0.8732394366197183,58,11,66,7,1.3448275862069,0.130434782608696,-10.799099680627698,-10.799099680627698,3.04545454545455,3.5862068965517206,3.03333333333333,2.69230769230769,3.13333333333333,29,0.7435897435897417,23,1.130434782608696,0.8846153846153844,mm_mar_2013,FRANCISCO,,FRANCISCO,francisco,0.0,0.0958904109589041,0.8405797101449275
895,FRANK SINATRA,frank sinatra,NOUN,famous people,0.8770949720670391,76,12,81,10,1.03448275862069,0.0,-14.894984045591569,-14.894984045591569,2.85714285714286,4.82608695652174,4.55172413793103,4.72,4.03571428571429,29,0.9666666666666665,21,1.0,1.0,mm_mar_2013,FRANK SINATRA,,FRANK SINATRA,frank sinatra,1.0,0.10989010989010987,0.8636363636363636
896,FRANKLIN,franklin,NOUN,common names,0.7853107344632768,56,28,83,10,1.82608695652174,0.42857142857142894,-11.41097768730236,-11.41097768730236,2.39130434782609,4.33333333333333,3.31818181818182,3.0416666666666696,3.1666666666666696,23,0.5476190476190473,21,1.428571428571429,0.6999999999999997,mm_mar_2013,FRANKLIN,,FRANKLIN,franklin,0.0,0.10752688172043012,0.6666666666666666
897,FRANZ SCHUBERT,franz schubert,NOUN,famous people,0.7089552238805971,30,35,65,4,1.0,0.0,-16.7456131485067,-16.7456131485067,2.91304347826087,4.54166666666667,2.54545454545455,3.5416666666666696,3.46666666666667,17,1.0,18,1.0,1.0,mm_mar_2013,FRANZ SCHUBERT,,FRANZ SCHUBERT,franz schubert,1.0,0.05797101449275361,0.4615384615384616
898,FREE,free,ADJ,,0.7266666666666667,34,38,75,3,2.2,3.8333333333333304,-8.506805168886535,-8.506805168886535,3.7391304347826098,1.9166666666666698,4.77272727272727,1.56,4.5,25,0.4545454545454545,24,4.83333333333333,0.20689655172413807,mm_mar_2013,FREE,,FREE,free,0.0,0.038461538461538464,0.4722222222222222
899,FREQUENT,frequent,ADJ,,0.639344262295082,38,51,79,15,1.55555555555556,3.42307692307692,-10.566463133890023,-10.566463133890023,3.09090909090909,2.0,4.75,1.67857142857143,3.57692307692308,27,0.642857142857141,26,4.42307692307692,0.2260869565217393,mm_mar_2013,FREQUENT,,FREQUENT,frequent,0.0,0.1595744680851064,0.42696629213483145
900,FRIDAY,friday,NOUN,calendar items,0.8231707317073171,60,20,75,9,1.11111111111111,0.0,-11.027569815632019,-11.027569815632019,4.18181818181818,3.77777777777778,4.89285714285714,2.03571428571429,4.34615384615385,27,0.9000000000000009,24,1.0,1.0,mm_mar_2013,FRIDAY,,FRIDAY,friday,0.0,0.10714285714285714,0.75
901,FRIGHTENED,frightened,ADJ,,0.6783625730994152,36,46,80,9,1.2,3.88888888888889,-11.264043444315273,-11.264043444315273,4.545454545454549,1.93103448275862,4.6551724137931,3.11538461538462,1.6666666666666698,30,0.8333333333333334,27,4.888888888888889,0.2045454545454545,mm_mar_2013,FRIGHTENED,,FRIGHTENED,frightened,0.0,0.10112359550561796,0.4390243902439024
902,FRIGHTENING,frightening,ADJ,,0.7712418300653595,48,24,70,11,1.26666666666667,4.15384615384615,-12.191279500099476,-12.191279500099476,4.72727272727273,1.5925925925925901,4.63333333333333,2.64,1.7,30,0.7894736842105243,26,5.153846153846151,0.1940298507462688,mm_mar_2013,FRIGHTENING,,FRIGHTENING,frightening,0.0,0.13580246913580246,0.6666666666666666
903,FROST,frost,NOUN,weather,0.7380952380952381,51,32,73,12,2.0,1.42857142857143,-11.890399642602233,-11.890399642602233,2.80952380952381,3.96296296296296,4.92857142857143,4.06896551724138,3.15384615384615,25,0.5,21,2.4285714285714297,0.4117647058823528,mm_mar_2013,FROST,,FROST,frost,0.0,0.1411764705882353,0.6144578313253012
904,FROZEN YOGURT,frozen yogurt,NOUN,food,0.9182389937106918,62,13,84,0,1.10714285714286,0.52,-15.846328807826605,-15.846328807826605,2.95652173913043,4.518518518518519,4.92857142857143,4.72413793103448,3.92,28,0.9032258064516104,25,1.52,0.6578947368421053,mm_mar_2013,FROZEN YOGURT,,FROZEN YOGURT,frozen yogurt,1.0,0.0,0.8266666666666667
905,FUCHSIA,fuchsia,NOUN,living things,0.8851351351351351,54,15,77,2,1.24,1.0,-15.129065528042428,-15.129065528042428,3.23809523809524,3.95652173913043,3.31034482758621,3.8,3.5,25,0.8064516129032259,19,2.0,0.5,mm_mar_2013,FUCHSIA,,FUCHSIA,fuchsia,0.0,0.02531645569620253,0.7826086956521741
906,FULL,full,ADJ,,0.6751592356687898,25,50,81,1,1.88888888888889,3.82608695652174,-8.54678124714237,-8.54678124714237,2.84,2.84,4.769230769230769,3.3333333333333304,3.8,27,0.529411764705882,23,4.82608695652174,0.2072072072072072,mm_mar_2013,FULL,,FULL,full,0.0,0.012195121951219513,0.3333333333333333
907,FUTURISTIC,futuristic,ADJ,,0.8229166666666666,64,28,94,6,1.25925925925926,1.88,-14.172210349370744,-14.172210349370744,4.04347826086957,1.88888888888889,4.60714285714286,2.68965517241379,3.69230769230769,27,0.7941176470588229,25,2.88,0.3472222222222222,mm_mar_2013,FUTURISTIC,,FUTURISTIC,futuristic,0.0,0.06,0.6956521739130435
908,GABRIEL,gabriel,NOUN,common names,0.8223684210526315,57,13,68,14,1.26923076923077,0.17391304347826098,-11.579143766554331,-11.579143766554331,2.4,3.72,4.15384615384615,2.44444444444444,3.6,26,0.7878787878787874,23,1.173913043478261,0.8518518518518517,mm_mar_2013,GABRIEL,,GABRIEL,gabriel,0.0,0.17073170731707318,0.8142857142857143
909,GALILEO GALILEI,galileo galilei,NOUN,famous people,0.8539325842696629,67,20,85,6,1.0,0.0476190476190476,-15.652980221653914,-15.652980221653914,2.84,4.769230769230769,3.76,3.7407407407407405,3.56666666666667,25,1.0,21,1.0476190476190477,0.9545454545454544,mm_mar_2013,GALILEO GALILEI,,GALILEO GALILEI,galileo galilei,1.0,0.06593406593406594,0.7701149425287356
910,GALOSHES,galoshes,NOUN,clothing,0.84375,52,25,83,0,1.1,1.52173913043478,-16.130934627294998,-16.130934627294998,2.65217391304348,4.625,3.81818181818182,4.5,3.13333333333333,20,0.9090909090909092,23,2.52173913043478,0.3965517241379313,mm_mar_2013,GALOSHES,,GALOSHES,galoshes,0.0,0.0,0.6753246753246753
911,GARRETT,garrett,NOUN,common names,0.8310810810810809,48,22,75,3,1.46153846153846,0.0869565217391304,-12.327424920135329,-12.327424920135329,2.7272727272727297,3.8518518518518503,2.71428571428571,2.10714285714286,3.26923076923077,26,0.6842105263157903,23,1.0869565217391304,0.92,mm_mar_2013,GARRETT,,GARRETT,garrett,0.0,0.038461538461538464,0.6857142857142857
912,GARY,gary,NOUN,common names,0.7935483870967742,47,28,76,4,1.3703703703703702,0.04,-11.44367757949608,-11.44367757949608,2.6363636363636402,3.8518518518518503,3.10714285714286,2.32142857142857,3.0384615384615397,27,0.7297297297297299,25,1.04,0.9615384615384616,mm_mar_2013,GARY,,GARY,gary,0.0,0.05,0.6266666666666667
913,GASTROESOPHAGEAL REFLUX DISEASE,gastroesophageal reflux disease,NOUN,diseases and conditions,0.93006993006993,63,5,70,5,1.0,0.421052631578947,-15.393360935752034,-15.393360935752034,3.1,3.56521739130435,3.2758620689655205,1.92,1.42857142857143,25,1.0,19,1.4210526315789467,0.7037037037037039,mm_mar_2013,GASTROESOPHAGEAL REFLUX DISEASE,,GASTROESOPHAGEAL REFLUX DISEASE,gastroesophageal reflux disease,1.0,0.06666666666666668,0.9264705882352942
914,GAUDY,gaudy,ADJ,,0.7655172413793103,43,26,68,8,1.04761904761905,3.1666666666666696,-13.985775971804689,-13.985775971804689,3.04545454545455,2.21739130434783,4.545454545454549,3.0416666666666696,2.06666666666667,21,0.9545454545454524,24,4.16666666666667,0.23999999999999985,mm_mar_2013,GAUDY,,GAUDY,gaudy,0.0,0.10526315789473684,0.6231884057971014
915,GENERAL,general,ADJ,,0.7763157894736842,43,27,75,7,2.28,3.4166666666666696,-8.074113652024103,-8.074113652024103,2.4347826086956497,1.875,4.59090909090909,1.4347826086956499,2.93333333333333,25,0.4385964912280702,24,4.41666666666667,0.2264150943396225,mm_mar_2013,GENERAL,,GENERAL,general,0.0,0.08536585365853659,0.6142857142857143
916,GENESIS,genesis,NOUN,famous people,0.8756756756756757,73,16,89,7,1.9,2.26923076923077,-11.441858232365568,-11.441858232365568,3.31818181818182,2.8275862068965503,4.0333333333333306,2.0,3.3,30,0.5263157894736842,26,3.26923076923077,0.3058823529411764,mm_mar_2013,GENESIS,,GENESIS,genesis,0.0,0.07291666666666667,0.8202247191011236
917,GENEVIEVE,genevieve,NOUN,common names,0.8622754491017964,71,10,73,13,1.1818181818181799,0.0454545454545455,-13.332432725063136,-13.332432725063136,2.91304347826087,4.04347826086957,2.5,2.5,3.36666666666667,22,0.8461538461538474,22,1.0454545454545454,0.9565217391304348,mm_mar_2013,GENEVIEVE,,GENEVIEVE,genevieve,0.0,0.1511627906976744,0.8765432098765432
918,GEOFFREY,geoffrey,NOUN,common names,0.8620689655172413,67,16,83,8,1.125,0.0909090909090909,-12.14111773809743,-12.14111773809743,2.5652173913043503,4.375,2.68181818181818,2.75,2.9310344827586206,24,0.8888888888888888,22,1.0909090909090908,0.9166666666666669,mm_mar_2013,GEOFFREY,,GEOFFREY,geoffrey,0.0,0.08791208791208792,0.8072289156626506
919,GEORGE CLOONEY,george clooney,NOUN,famous people,0.9028571428571428,77,5,81,12,1.0,0.0,-15.78211514805109,-15.78211514805109,3.4,4.59259259259259,4.92857142857143,4.86206896551724,3.92307692307692,24,1.0,20,1.0,1.0,mm_mar_2013,GEORGE CLOONEY,,GEORGE CLOONEY,george clooney,1.0,0.12903225806451613,0.9390243902439024
920,GERALD,gerald,NOUN,common names,0.7777777777777778,52,27,81,11,1.46153846153846,0.0,-11.986142530969179,-11.986142530969179,2.52173913043478,3.7407407407407405,3.28571428571429,3.13793103448276,3.12,26,0.6842105263157903,24,1.0,1.0,mm_mar_2013,GERALD,,GERALD,gerald,0.0,0.11956521739130435,0.6582278481012658
921,GERTRUDE,gertrude,NOUN,common names,0.7826086956521741,45,21,63,9,1.0,0.0,-12.980284833916187,-12.980284833916187,2.4347826086956497,4.5,3.55172413793103,2.23076923076923,3.0,21,1.0,19,1.0,1.0,mm_mar_2013,GERTRUDE,,GERTRUDE,gertrude,0.0,0.125,0.6818181818181818
922,GOOD,good,ADJ,,0.7581699346405228,37,35,79,2,1.96296296296296,5.46153846153846,-7.49752243433904,-7.49752243433904,3.5,1.5,4.8148148148148096,1.92857142857143,4.5,27,0.5094339622641517,26,6.46153846153846,0.1547619047619048,mm_mar_2013,GOOD,,GOOD,good,0.0,0.02469135802469136,0.5138888888888888
923,GORDON,gordon,NOUN,common names,0.7865168539325843,52,32,88,6,1.18518518518519,0.42307692307692296,-11.08347998407233,-11.08347998407233,2.68181818181818,3.5862068965517206,2.8,2.65384615384615,3.1,27,0.8437499999999966,26,1.4230769230769231,0.7027027027027027,mm_mar_2013,GORDON,,GORDON,gordon,0.0,0.06382978723404255,0.6190476190476191
924,GORGONZOLA,gorgonzola,NOUN,food,0.8875739644970414,70,12,80,7,1.04166666666667,0.25,-15.623015934300726,-15.623015934300726,2.8695652173912998,4.37037037037037,3.5714285714285694,3.75,3.19230769230769,24,0.9599999999999967,20,1.25,0.8,mm_mar_2013,GORGONZOLA,,GORGONZOLA,gorgonzola,0.0,0.08045977011494253,0.8536585365853658
925,GRACEFUL,graceful,ADJ,,0.7032967032967034,35,43,93,11,1.16666666666667,3.22222222222222,-12.441815709131946,-12.441815709131946,2.81818181818182,1.8620689655172398,4.55172413793103,2.80769230769231,4.41379310344828,30,0.8571428571428547,27,4.2222222222222205,0.23684210526315805,mm_mar_2013,GRACEFUL,,GRACEFUL,graceful,0.0,0.10576923076923077,0.4487179487179487
926,GRAVY,gravy,NOUN,food,0.8402366863905325,60,20,82,7,1.85185185185185,0.76,-13.23453366757621,-13.23453366757621,2.40909090909091,4.6153846153846105,4.82142857142857,4.321428571428569,3.9615384615384603,27,0.5400000000000005,25,1.76,0.5681818181818182,mm_mar_2013,GRAVY,,GRAVY,gravy,0.0,0.07865168539325842,0.75
927,GREECE,greece,NOUN,geography,0.8240000000000001,42,16,61,6,1.07692307692308,0.130434782608696,-11.047453644309352,-11.047453644309352,3.65217391304348,4.625,4.523809523809519,4.5,3.4,26,0.928571428571426,23,1.130434782608696,0.8846153846153844,mm_mar_2013,GREECE,,GREECE,greece,0.0,0.08955223880597014,0.7241379310344828
928,GREGOR MENDEL,gregor mendel,NOUN,famous people,0.8,54,30,86,5,1.0,0.0,-16.366204222080892,-16.366204222080892,3.0952380952381002,4.78260869565217,2.58620689655172,3.375,3.28571428571429,23,1.0,18,1.0,1.0,mm_mar_2013,GREGOR MENDEL,,GREGOR MENDEL,gregor mendel,1.0,0.054945054945054944,0.6428571428571429
929,GROUCHY,grouchy,ADJ,,0.8143712574850299,59,21,77,10,1.18518518518519,3.73076923076923,-15.023939556930886,-15.023939556930886,2.5,2.42307692307692,4.71428571428571,2.35714285714286,1.8,27,0.8437499999999966,26,4.730769230769231,0.21138211382113825,mm_mar_2013,GROUCHY,,GROUCHY,grouchy,0.0,0.11494252873563217,0.7375
930,GRUMPY,grumpy,ADJ,,0.8,57,19,67,12,1.4,3.09090909090909,-13.812681915203353,-13.812681915203353,2.2380952380952404,2.18518518518519,5.0,2.96551724137931,1.7692307692307698,25,0.7142857142857143,22,4.09090909090909,0.2444444444444445,mm_mar_2013,GRUMPY,,GRUMPY,grumpy,0.0,0.1518987341772152,0.75
931,GUARDED,guarded,ADJ,,0.7039106145251397,41,42,85,11,2.0,2.76,-12.158427002778316,-12.158427002778316,2.7826086956521703,2.1481481481481497,4.82142857142857,2.32142857142857,2.5,26,0.5,25,3.76,0.26595744680851063,mm_mar_2013,GUARDED,,GUARDED,guarded,0.0,0.11458333333333333,0.4939759036144578
932,GUILTY,guilty,ADJ,,0.7039473684210527,46,27,61,18,1.46153846153846,2.4,-10.706711195250376,-10.706711195250376,3.6956521739130404,1.5,4.86206896551724,2.0,1.64285714285714,26,0.6842105263157903,20,3.4,0.29411764705882354,mm_mar_2013,GUILTY,,GUILTY,guilty,0.0,0.2278481012658228,0.6301369863013698
933,GUY,guy,NOUN,common names,0.9132947976878611,70,14,88,1,2.1153846153846203,4.0,-9.845334401852586,-9.845334401852586,2.7391304347826098,3.88888888888889,3.9285714285714306,3.6551724137931,3.23076923076923,26,0.4727272727272717,25,5.0,0.2,mm_mar_2013,GUY,,GUY,guy,0.0,0.011235955056179777,0.8333333333333334
934,HAIL,hail,NOUN,weather,0.7588235294117647,45,37,84,4,2.03333333333333,2.23076923076923,-12.470817562147547,-12.470817562147547,3.6363636363636402,3.79310344827586,4.63333333333333,4.26923076923077,2.44827586206897,30,0.4918032786885254,26,3.23076923076923,0.3095238095238096,mm_mar_2013,HAIL,,HAIL,hail,0.0,0.045454545454545456,0.5487804878048781
935,HAIR,hair,NOUN,human body,0.8011363636363636,53,31,88,4,1.34615384615385,1.4166666666666698,-9.05192535066424,-9.05192535066424,2.91304347826087,4.79166666666667,4.954545454545451,4.70833333333333,3.46666666666667,26,0.7428571428571407,24,2.4166666666666696,0.4137931034482753,mm_mar_2013,HAIR,,HAIR,hair,0.0,0.043478260869565216,0.6309523809523809
936,HALF-AND-HALF,half-and-half,NOUN,food,0.8901734104046243,67,16,87,3,2.03703703703704,0.833333333333333,-15.444353630625768,-15.444353630625768,2.17391304347826,3.59259259259259,4.85714285714286,3.2758620689655205,3.30769230769231,27,0.4909090909090902,24,1.833333333333333,0.5454545454545455,mm_mar_2013,HALF-AND-HALF,,HALF-AND-HALF,half-and-half,1.0,0.03333333333333333,0.8072289156626506
937,HALLOWED,hallowed,ADJ,,0.7241379310344828,30,39,75,1,1.4583333333333302,2.1,-13.885757286232055,-13.885757286232055,2.47826086956522,2.05,4.55172413793103,1.92307692307692,3.14285714285714,24,0.6857142857142873,20,3.1,0.3225806451612903,mm_mar_2013,HALLOWED,,HALLOWED,hallowed,0.0,0.013157894736842105,0.43478260869565216
938,HANDSOME,handsome,ADJ,,0.8169934640522876,50,24,75,4,1.5925925925925901,3.875,-11.125654731016269,-11.125654731016269,3.92,2.28,4.769230769230769,3.3703703703703702,4.66666666666667,27,0.6279069767441872,24,4.875,0.20512820512820512,mm_mar_2013,HANDSOME,,HANDSOME,handsome,0.0,0.05063291139240506,0.6756756756756757
939,HANK AARON,hank aaron,NOUN,famous people,0.8518518518518519,55,24,83,0,1.0,0.33333333333333304,-16.853418058177613,-16.853418058177613,3.04,4.84,4.07692307692308,3.48148148148148,3.55172413793103,21,1.0,18,1.333333333333333,0.7500000000000002,mm_mar_2013,HANK AARON,,HANK AARON,hank aaron,1.0,0.0,0.6962025316455697
940,HANUKKAH,hanukkah,NOUN,calendar items,0.8770053475935828,69,21,95,2,1.0,0.16,-15.113728630432238,-15.113728630432238,3.17391304347826,3.77777777777778,4.66666666666667,3.37931034482759,3.5384615384615397,27,1.0,25,1.16,0.8620689655172414,mm_mar_2013,HANUKKAH,,HANUKKAH,hanukkah,0.0,0.020618556701030927,0.7666666666666667
941,HARMONIOUS,harmonious,ADJ,,0.7207792207792207,42,32,69,11,1.5833333333333302,2.36842105263158,-12.599277771023484,-12.599277771023484,2.5652173913043503,1.65,4.68965517241379,2.0,4.42857142857143,24,0.6315789473684225,19,3.36842105263158,0.2968749999999999,mm_mar_2013,HARMONIOUS,,HARMONIOUS,harmonious,0.0,0.1375,0.5675675675675675
942,HARRISON FORD,harrison ford,NOUN,famous people,0.9378531073446328,78,5,88,6,1.0,0.0833333333333333,-16.387406480588606,-16.387406480588606,3.48,4.88,4.6153846153846105,4.62962962962963,3.7333333333333303,26,1.0,24,1.0833333333333333,0.9230769230769232,mm_mar_2013,HARRISON FORD,,HARRISON FORD,harrison ford,1.0,0.06382978723404255,0.9397590361445785
943,HAVANA,havana,NOUN,geography,0.8666666666666667,70,16,86,8,1.20833333333333,0.25,-13.134172362574963,-13.134172362574963,3.3043478260869596,4.9,4.13793103448276,3.11538461538462,3.25,24,0.827586206896554,20,1.25,0.8,mm_mar_2013,HAVANA,,HAVANA,havana,0.0,0.0851063829787234,0.813953488372093
944,HEATH LEDGER,heath ledger,NOUN,famous people,0.8896103896103896,64,10,73,7,1.0,0.08,-17.427076179129955,-17.427076179129955,3.6363636363636402,4.75862068965517,3.93333333333333,4.92307692307692,3.6,29,1.0,25,1.08,0.9259259259259258,mm_mar_2013,HEATH LEDGER,,HEATH LEDGER,heath ledger,1.0,0.0875,0.8648648648648649
945,HEAVY,heavy,ADJ,,0.6855345911949685,36,38,73,12,1.92307692307692,3.7083333333333304,-9.577541846299354,-9.577541846299354,2.2608695652173902,2.5416666666666696,4.90909090909091,2.64,2.4,26,0.5200000000000008,24,4.70833333333333,0.2123893805309736,mm_mar_2013,HEAVY,,HEAVY,heavy,0.0,0.1411764705882353,0.4864864864864865
946,HECTOR BERLIOZ,hector berlioz,NOUN,famous people,0.7523364485981309,42,51,119,2,1.0,0.0,-17.116180829273382,-17.116180829273382,2.61904761904762,4.2222222222222205,1.75,2.86206896551724,3.23076923076923,12,1.0,12,1.0,1.0,mm_mar_2013,HECTOR BERLIOZ,,HECTOR BERLIOZ,hector berlioz,1.0,0.016528925619834708,0.4516129032258064
947,HELLISH,hellish,ADJ,,0.8571428571428571,54,16,72,5,1.4074074074074099,3.7727272727272703,-13.958329258173972,-13.958329258173972,4.16,1.96,4.38461538461539,2.48148148148148,1.3666666666666698,27,0.7105263157894723,22,4.77272727272727,0.20952380952380964,mm_mar_2013,HELLISH,,HELLISH,hellish,0.0,0.06493506493506493,0.7714285714285715
948,HELSINKI,helsinki,NOUN,geography,0.8758620689655172,52,17,75,1,1.0,0.0588235294117647,-12.8593313758052,-12.8593313758052,2.88,4.42307692307692,3.69230769230769,3.0384615384615397,3.06666666666667,23,1.0,17,1.0588235294117647,0.9444444444444444,mm_mar_2013,HELSINKI,,HELSINKI,helsinki,0.0,0.013157894736842105,0.7536231884057971
949,HENRI MATISSE,henri matisse,NOUN,famous people,0.8,52,29,84,5,1.0,0.10526315789473699,-16.505546727902452,-16.505546727902452,3.2173913043478297,4.70833333333333,2.6666666666666696,3.84,3.63333333333333,16,1.0,19,1.1052631578947372,0.9047619047619048,mm_mar_2013,HENRI MATISSE,,HENRI MATISSE,henri matisse,1.0,0.05617977528089888,0.6419753086419753
950,HIDE-AND-SEEK,hide-and-seek,NOUN,games,0.8301886792452831,55,19,77,8,1.11538461538462,0.39130434782608703,-14.913620313535958,-14.913620313535958,3.7391304347826098,3.25,4.954545454545451,3.28,3.7666666666666697,26,0.8965517241379273,23,1.391304347826087,0.71875,mm_mar_2013,HIDE-AND-SEEK,,HIDE-AND-SEEK,hide-and-seek,1.0,0.09411764705882353,0.7432432432432432
951,HIGH HEELS,high heels,NOUN,clothing,0.8796992481203008,46,14,71,2,1.07407407407407,0.84,-13.724552868737824,-13.724552868737824,3.54545454545455,4.769230769230769,4.77777777777778,4.71428571428571,3.73076923076923,27,0.9310344827586242,25,1.84,0.5434782608695653,mm_mar_2013,HIGH HEELS,,HIGH HEELS,high heels,1.0,0.0273972602739726,0.7666666666666667
952,HIGH JUMP,high jump,NOUN,sport,0.7647058823529411,44,30,73,6,1.3076923076923102,0.2,-16.051189339349257,-16.051189339349257,3.0,4.08,4.8,4.2,3.39285714285714,26,0.7647058823529399,25,1.2,0.8333333333333334,mm_mar_2013,HIGH JUMP,,HIGH JUMP,high jump,1.0,0.0759493670886076,0.5945945945945946
953,HIGHFALUTIN,highfalutin,ADJ,,0.8194444444444444,46,25,72,1,1.0,2.23076923076923,-16.636452625947555,-16.636452625947555,3.0476190476190497,1.6296296296296298,3.22222222222222,1.58620689655172,2.32,16,1.0,13,3.23076923076923,0.3095238095238096,mm_mar_2013,HIGHFALUTIN,,HIGHFALUTIN,highfalutin,0.0,0.0136986301369863,0.647887323943662
954,HISTORICAL,historical,ADJ,,0.72,41,41,85,8,1.33333333333333,2.17391304347826,-9.334714344784247,-9.334714344784247,2.64,2.28,4.653846153846151,2.1481481481481497,3.6,27,0.7500000000000019,23,3.17391304347826,0.31506849315068497,mm_mar_2013,HISTORICAL,,HISTORICAL,historical,0.0,0.08602150537634409,0.5
955,HOLLAND,holland,NOUN,geography,0.8235294117647058,49,23,77,4,1.1923076923076898,0.0,-11.545839796856484,-11.545839796856484,2.95454545454545,4.42307692307692,4.2592592592592595,3.6785714285714306,3.61538461538462,26,0.8387096774193564,25,1.0,1.0,mm_mar_2013,HOLLAND,,HOLLAND,holland,0.0,0.04938271604938271,0.6805555555555556
956,HOLLY,holly,NOUN,common names,0.8421052631578947,62,21,82,6,1.8148148148148102,0.6363636363636359,-11.915983532737949,-11.915983532737949,2.76,3.65384615384615,4.0,2.40740740740741,3.3,27,0.5510204081632668,22,1.636363636363636,0.6111111111111113,mm_mar_2013,HOLLY,,HOLLY,holly,0.0,0.06818181818181818,0.7469879518072289
957,HOT PEPPER,hot pepper,NOUN,food,0.8658536585365854,60,16,82,6,1.36,1.0,-15.673231883710839,-15.673231883710839,4.42857142857143,4.518518518518519,4.92857142857143,4.37931034482759,3.19230769230769,25,0.7352941176470588,22,2.0,0.5,mm_mar_2013,HOT PEPPER,,HOT PEPPER,hot pepper,1.0,0.06818181818181818,0.7894736842105263
